"","Name","Neighborhood","lat","long","Rating","Stars","Reviews","Address","Zip","Groups","Credit","Parking","Attire","Price","Kids","Reservation","Deliver","TakeOut","Waiter","Outdoor","Wifi","Meal","Alcohol","Noise","TV","Catter","Ambience","Wheelchair"
"471","Sportivo","UC Campus Area","37.870433","-122.267025","4.0 star rating","4.0","45","2132 Center St","","Yes","Yes","Street","Casual","$$","No","No","No","Yes","Yes","Yes","No","Dinner","Full Bar","Very Loud","Yes","","","Yes"
"472","The Bear's Lair Brew Pub","UC Campus Area","37.868801","-122.260002","4.0 star rating","4.0","162","2475 Bancroft Way","","Yes","Yes","Garage, Street","Casual","$","No","Yes","No","Yes","Yes","Yes","Free","Late Night","Beer & Wine Only","Very Loud","Yes","No","Dive-y","Yes"
"473","Cho Vegi House","UC Campus Area","37.866376","-122.258718","3.5 star rating","3.5","35","2428 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","No","Average","Yes","","Casual",""
"474","Long Life Vegi House","UC Campus Area","37.872338","-122.267381","4.0 star rating","4.0","203","2129 University Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Quiet","No","","Casual","Yes"
"475","Mandarin Garden Restaurant","UC Campus Area","37.871941","-122.267789","3.5 star rating","3.5","114","2025 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","Yes","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Average","","","","Yes"
"476","Biryani House","UC Campus Area","37.872068","-122.267806","3.5 star rating","3.5","218","2011 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","Yes","No","Casual","Yes"
"477","Alborz","UC Campus Area","37.870300","-122.266998","3.5 star rating","3.5","142","2142 Center St","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Dinner","Beer & Wine Only","Average","No","Yes","","Yes"
"478","Anzu Restaurant","UC Campus Area","37.865204","-122.267455","3.5 star rating","3.5","129","2433 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"479","Racha Cafe","UC Campus Area","37.864839","-122.258572","3.5 star rating","3.5","163","2516 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"480","Brazil Cafe","UC Campus Area","37.868772","-122.258936","4.0 star rating","4.0","8","2513 Bancroft Way","","Yes","No","","Casual","$","Yes","No","No","Yes","No","Yes","No","","No","Average","No","Yes","",""
"481","Crepes A Go Go","UC Campus Area","37.872362","-122.267562","3.5 star rating","3.5","192","2125 University Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Dessert, Lunch, Breakfast","No","Average","No","","","Yes"
"482","House of Curries","UC Campus Area","37.867671","-122.257890","3.5 star rating","3.5","248","2520 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","No","No","Casual","No"
"483","Royal Indian Cuisine","UC Campus Area","37.863683","-122.258830","3.5 star rating","3.5","26","2566 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","","Yes","Yes","Yes","No","","Dinner","No","Average","","No","","Yes"
"484","La Rose Bistro","UC Campus Area","37.871779","-122.267811","3.5 star rating","3.5","86","2037 Shattuck Ave","","Yes","Yes","Street","Casual","$$$","No","Yes","No","Yes","Yes","Yes","No","Dinner","Beer & Wine Only","Quiet","No","","Romantic, Classy","Yes"
"485","Crepes A-Go Go","UC Campus Area","37.868119","-122.259072","3.5 star rating","3.5","129","2334 Telegraph Ave","","No","Yes","Garage, Street, Validated","Casual","$","Yes","No","No","Yes","No","No","No","Dessert, Lunch, Brunch","No","Average","No","No","Casual","Yes"
"486","Musashi","UC Campus Area","37.863998","-122.266998","3.5 star rating","3.5","76","2126 Dwight Way","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"487","Cancun Taqueria","UC Campus Area","37.869301","-122.266998","3.5 star rating","3.5","421","2134 Allston Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"488","Punjabi By Nature","UC Campus Area","37.870112","-122.265886","3.5 star rating","3.5","102","2136 Oxford St","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","Yes","No","Free","Lunch, Dinner","Beer & Wine Only","Average","No","","Hipster, Casual","Yes"
"489","Ironwood BBQ Berkeley","UC Campus Area","37.870202","-122.265902","3.5 star rating","3.5","61","2130 Oxford St","","No","Yes","Street","Casual","$$","No","No","Yes","Yes","No","Yes","Free","Lunch","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"490","Bongo Burger","UC Campus Area","37.875571","-122.260223","3.5 star rating","3.5","100","1839 Euclid Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Quiet","No","","","Yes"
"491","D'Yar","UC Campus Area","37.867883","-122.258545","3.5 star rating","3.5","99","2511 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","No","No","Casual","Yes"
"492","Satay House","UC Campus Area","37.868026","-122.258124","4.0 star rating","4.0","6","2519 Durant AveSte B","","Yes","No","","Casual","$","Yes","No","No","Yes","No","Yes","","","No","","","","","Yes"
"493","Bear's Ramen House","UC Campus Area","37.868000","-122.258003","3.5 star rating","3.5","172","2521 Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Loud","No","No","","No"
"494","Koryo Restaurant","UC Campus Area","37.863919","-122.258941","3.5 star rating","3.5","130","2556 Telegraph AveSte 8","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Quiet","No","","","No"
"495","Saturn Cafe","UC Campus Area","37.869822","-122.265989","3.5 star rating","3.5","294","2175 Allston Way","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","No","Hipster, Casual","Yes"
"496","Vinnie's Cheesesteaks","UC Campus Area","37.875312","-122.260211","3.5 star rating","3.5","58","1866 Euclid Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch, Dinner","No","Average","No","","Trendy, Touristy, Casual","Yes"
"497","Gomnaru Restaurant","UC Campus Area","37.875240","-122.259837","3.5 star rating","3.5","80","2505 Hearst AveSte D","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","Yes","Free","Lunch","No","Average","Yes","","","No"
"498","Chinese Express","UC Campus Area","37.866699","-122.260002","3.5 star rating","3.5","61","2488 Channing Way","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Quiet","No","Yes","Casual","Yes"
"499","Thai Basil Cuisine","UC Campus Area","37.868026","-122.258124","3.5 star rating","3.5","424","2519 Durant AveSte G","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Loud","Yes","No","Casual","Yes"
"500","Taqueria El Tacontento","UC Campus Area","37.868668","-122.259748","3.5 star rating","3.5","18","2475 Bancroft Wy","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","","No","","","Yes"
"501","Makris Cafe","UC Campus Area","37.872248","-122.268110","3.5 star rating","3.5","28","2105 University Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","Yes","No","","Breakfast, Brunch","No","","","","","Yes"
"502","Bongo Burger","UC Campus Area","37.870404","-122.266394","3.5 star rating","3.5","92","2154 Center St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","No","No","","Yes"
"503","Tandoor Kitchen","UC Campus Area","37.863275","-122.258732","3.5 star rating","3.5","76","2598 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch, Dinner","No","","","","","Yes"
"504","Gordo Taqueria","UC Campus Area","37.866840","-122.258813","3.5 star rating","3.5","65","2404 Telegraph Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","","Yes"
"505","San Francisco Soup Company","UC Campus Area","37.868755","-122.258869","3.5 star rating","3.5","90","2512 Bancroft Way","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Average","","Yes","","Yes"
"506","Free Speech Movement Cafe","UC Campus Area","37.872408","-122.260690","3.5 star rating","3.5","121","Moffitt Undergraduate LibraryUC Berkeley Campus CenterWickson Rd","","No","No","Street","Casual","$","No","No","No","Yes","No","Yes","Free","Late Night, Lunch","No","Loud","Yes","No","","Yes"
"507","Caffe Mediterraneum","UC Campus Area","37.865568","-122.258531","3.5 star rating","3.5","105","2475 Telegraph Ave","","Yes","Yes","Street","Casual","$","No","No","No","Yes","Yes","Yes","Free","Breakfast","No","Average","No","Yes","Hipster","Yes"
"508","May Flower Chinese Restaurant","UC Campus Area","37.872171","-122.267151","3.5 star rating","3.5","153","2156 University Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"509","The Pho Bar","UC Campus Area","37.875614","-122.260270","3.5 star rating","3.5","44","1828 Euclid Ave","","Yes","Yes","Street","Casual","$$","Yes","No","Yes","Yes","No","Yes","Free","Lunch","Beer & Wine Only","Average","No","No","Trendy","Yes"
"510","Nanayiro","UC Campus Area","37.866073","-122.267106","3.5 star rating","3.5","145","2399 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Average","No","","","Yes"
"511","Smart Alec's Intelligent Food","UC Campus Area","37.867755","-122.258989","3.5 star rating","3.5","485","2355 Telegraph Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","No","Free","Lunch","No","Loud","No","No","Casual","Yes"
"512","Le Petit Cheval","UC Campus Area","37.868999","-122.255997","3.5 star rating","3.5","110","2600 Bancroft Way","","Yes","No","Street","Casual","$","Yes","Yes","No","Yes","Yes","Yes","","Lunch","No","","","","","No"
"513","Blondie's Pizza","UC Campus Area","37.868034","-122.259197","3.5 star rating","3.5","319","2340 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","Dive-y","Yes"
"514","La Burrita","UC Campus Area","37.867973","-122.257559","3.5 star rating","3.5","337","2530 Durant Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Late Night, Lunch, Dinner","No","Average","No","No","Casual","Yes"
"515","Sweetheart Cafe","UC Campus Area","37.867931","-122.258494","3.5 star rating","3.5","259","2523 Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Dessert, Late Night","No","Average","No","No","Casual","Yes"
"516","C U Sushi","UC Campus Area","37.870509","-122.266478","3.5 star rating","3.5","263","2152 Center St","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"517","Ann's Kitchen","UC Campus Area","37.865142","-122.258426","3.5 star rating","3.5","186","2498 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Breakfast","No","Loud","No","No","Casual","Yes"
"518","Fat Slice Pizza","UC Campus Area","37.867209","-122.258583","3.5 star rating","3.5","356","2375 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Late Night, Lunch","No","Average","No","No","Dive-y, Casual","Yes"
"519","Stella Nonna Milwaukee Fish Fry","UC Campus Area","37.865410","-122.262428","4.0 star rating","4.0","4","2316 Haste Ave","","Yes","No","","Casual","$","Yes","No","No","Yes","Yes","Yes","No","Dinner","Beer & Wine Only","","","","",""
"520","Wiki Wiki Hawaiian","UC Campus Area","37.865404","-122.267442","3.5 star rating","3.5","80","2417 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch, Dinner","No","Quiet","","","","Yes"
"521","Remy's Mexican Restaurant","UC Campus Area","37.866061","-122.258061","3.0 star rating","3.0","16","2506 Haste St","","Yes","Yes","Street, Validated","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","Yes","Yes","Casual","Yes"
"522","Cafe Durant","UC Campus Area","37.868011","-122.258334","3.5 star rating","3.5","191","2517 Durant AveSte C","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Breakfast","Beer & Wine Only","Average","Yes","Yes","Casual","No"
"523","Steve's Bar-B-Que","UC Campus Area","37.868077","-122.258000","3.5 star rating","3.5","268","2521 Durant Ave#F","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","No","Average","No","No","Casual","Yes"
"524","Bacheeso's","UC Campus Area","37.861573","-122.259289","4.0 star rating","4.0","37","2650 Telegraph Ave","","Yes","Yes","Private Lot","Casual","$","Yes","Yes","","Yes","Yes","Yes","Free","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Casual",""
"525","Cafe Zeb","UC Campus Area","37.869442","-122.253584","3.5 star rating","3.5","8","UC Berkeley Campus2745 Bancroft Way","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","Yes","Free","","No","","","","","Yes"
"526","Mediterranean Cafe","UC Campus Area","37.865614","-122.258338","3.5 star rating","3.5","10","2475 Telegraph Ave","","Yes","Yes","","Casual","$","Yes","No","No","Yes","","No","","","No","","","","","Yes"
"527","Raleigh's","UC Campus Area","37.866476","-122.258811","3.5 star rating","3.5","311","2438 Telegraph Ave","","Yes","Yes","Street","Casual","$","No","No","No","No","Yes","Yes","No","Late Night, Dinner","Beer & Wine Only","Average","Yes","No","Casual","Yes"
"528","La Val's Pizza","UC Campus Area","37.875532","-122.260364","3.5 star rating","3.5","191","1834 Euclid Ave","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","No","Yes","No","Lunch","Beer & Wine Only","Average","Yes","","Casual","Yes"
"529","Henry's Pub-Restaurant","UC Campus Area","37.867906","-122.256275","3.0 star rating","3.0","9","2600 Durant Ave","","Yes","Yes","","Casual","$$","Yes","Yes","","","Yes","","","","Full Bar","","Yes","No","",""
"530","Plearn Thai Kitchen","UC Campus Area","37.867906","-122.267763","3.5 star rating","3.5","74","2283 Shattuck Ave","","Yes","No","Street","Casual","$","Yes","Yes","No","Yes","Yes","No","No","Lunch","Beer & Wine Only","Average","No","No","Casual","Yes"
"531","Indian Flavors Express","UC Campus Area","37.868820","-122.258221","3.5 star rating","3.5","68","2548 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","No","Yes","Free","Lunch, Dinner","No","Quiet","Yes","","","No"
"532","Chez Trik","UC Campus Area","NA","NA","5.0 star rating","5.0","1","","","Yes","No","","Casual","$$","No","Yes","No","Yes","No","No","","","","","","","","No"
"533","Varamai Thai Cuisine","UC Campus Area","37.875099","-122.259951","5.0 star rating","5.0","1","2505 Hearst Ave","","","","","","","","","","","","","","","","","","","",""
"534","Foley's Deli","UC Campus Area","37.868272","-122.259354","5.0 star rating","5.0","1","2312 Telegraph Ave","","","","","","","","","","","","","","","","","","","",""
"535","Cafe Siena","UC Campus Area","37.868599","-122.259003","5.0 star rating","5.0","1","2490 Bancroft Way","","No","","","Casual","$$","","No","","Yes","","Yes","","","","","","","",""
"536","Tacos Torres","UC Campus Area","NA","NA","5.0 star rating","5.0","1","","","","","","","","","","","","","","","","","","","","",""
"537","Adagia Restaurant","UC Campus Area","37.869202","-122.253998","3.0 star rating","3.0","127","2700 Bancroft Way","","Yes","Yes","Garage, Street, Private Lot","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"538","Camille","UC Campus Area","37.875202","-122.259758","3.0 star rating","3.0","26","2507 Hearst Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","No","","","Yes"
"539","Oasis Grill","UC Campus Area","37.870323","-122.267820","3.5 star rating","3.5","74","2114 Center St","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","Yes","Yes","","Yes"
"540","Berkeley Thai House","UC Campus Area","37.867100","-122.258003","3.5 star rating","3.5","255","2511 Channing Way","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","Paid","Dinner","Beer & Wine Only","Average","No","Yes","Casual","No"
"541","Henry's","UC Campus Area","37.868133","-122.256725","3.5 star rating","3.5","137","Hotel Durant2600 Durant Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","Full Bar","","Yes","","Classy, Casual","Yes"
"542","Saigon Eats","UC Campus Area","37.868668","-122.259748","3.5 star rating","3.5","26","Lower Sproul Plaza2475 Bancroft Way","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch","No","Average","No","Yes","Casual","Yes"
"543","King Dong Chinese Restaurant","UC Campus Area","37.865277","-122.267464","3.5 star rating","3.5","205","2429 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Average","Yes","Yes","","Yes"
"544","Jimmy Fifo Cafe","UC Campus Area","37.871183","-122.252799","3.0 star rating","3.0","22","2220 Piedmont Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Average","Yes","No","Casual","Yes"
"545","India Palace Restaurant","UC Campus Area","37.872238","-122.267285","3.0 star rating","3.0","109","2160 University Ave","","Yes","Yes","Street","Casual","$$","No","Yes","Yes","Yes","Yes","No","No","Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"546","International House Cafe","UC Campus Area","37.869657","-122.252136","3.0 star rating","3.0","64","2299 Piedmont Ave","","Yes","Yes","Street","Casual","$","No","No","No","Yes","No","Yes","Free","Lunch, Breakfast","Beer & Wine Only","Average","No","No","Casual","Yes"
"547","Viet Nam Village Restaurant","UC Campus Area","37.867926","-122.258539","3.0 star rating","3.0","75","2521 Durant Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","Yes","Yes","","Lunch, Dinner","No","Average","No","","","Yes"
"548","Celia's Mexican Restaurant","UC Campus Area","37.875582","-122.260033","3.5 star rating","3.5","82","1841 Euclid Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","Full Bar","Average","No","Yes","Casual","Yes"
"549","La Cascada Taqueria","UC Campus Area","37.870534","-122.266305","3.0 star rating","3.0","93","2164 Center St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","Free","Lunch","No","Average","No","","Casual","Yes"
"550","Original Pollo","UC Campus Area","37.871054","-122.267867","3.5 star rating","3.5","52","100 Berkeley Sq","","No","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Breakfast","No","Average","Yes","","","Yes"
"551","Royal India Cuisine","UC Campus Area","37.863683","-122.258830","4.0 star rating","4.0","1","2566-B Telegraph Ave","","","","","","","","","","","","","","","","","","","",""
"552","Rica's Tacos and Burritos - Taco Truck","UC Campus Area","37.869329","-122.254563","4.0 star rating","4.0","1","Bancroft and College Ave.","","","","","","","","","","","","","","","","","","","",""
"553","Saks","UC Campus Area","37.861748","-122.253526","4.5 star rating","4.5","3","2701 College Avenue","","Yes","Yes","","","$","Yes","No","No","","No","No","Free","","No","Average","No","","",""
"554","The Little Dipper Chocolate Company","UC Campus Area","37.868725","-122.259172","3.5 star rating","3.5","3","Bancroft and Telegraph","","Yes","No","","Casual","$","Yes","No","No","Yes","No","No","","","No","","","","","Yes"
"555","Taqueria Reyes","UC Campus Area","37.865101","-122.258003","3.5 star rating","3.5","3","2475 Bancroft Way","","","Yes","","","$","","No","No","Yes","No","Yes","","","","","","","",""
"556","Chipotle Mexican Grill","UC Campus Area","37.868649","-122.258987","3.0 star rating","3.0","145","2311 Telegraph Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","Beer & Wine Only","Average","No","Yes","","Yes"
"557","T-Toust","UC Campus Area","37.867647","-122.260529","3.0 star rating","3.0","97","2433 Durant AveSte F","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","No","Average","No","No","","Yes"
"558","Pizzavore","UC Campus Area","37.870119","-122.267194","3.5 star rating","3.5","9","2124 Center St","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","Yes","","","No","","","","","Yes"
"559","Sfoof's","UC Campus Area","37.868868","-122.257830","3.0 star rating","3.0","49","2554 Bancroft Way","","No","Yes","Garage","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Brunch","No","Quiet","","No","","Yes"
"560","Thai Noodle II","UC Campus Area","37.866385","-122.258895","3.0 star rating","3.0","168","2426 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","No","Average","Yes","Yes","Casual","Yes"
"561","Ichiban Restaurant","UC Campus Area","37.871899","-122.267998","3.0 star rating","3.0","110","2017 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","Yes","Yes","Yes","No","","Dinner","Beer & Wine Only","Quiet","Yes","Yes","","Yes"
"562","ChiangLai","UC Campus Area","37.875099","-122.259950","3.0 star rating","3.0","16","2505 Hearst Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","","","","","","Yes"
"563","Herbivore","UC Campus Area","37.864876","-122.267413","3.5 star rating","3.5","421","2451 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner","Full Bar","Average","No","No","Casual","Yes"
"564","La Burrita","UC Campus Area","37.875568","-122.260262","3.0 star rating","3.0","127","1832 Euclid Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch, Dinner","Beer & Wine Only","Average","Yes","","Casual","Yes"
"565","Milanese Caffe","UC Campus Area","37.865035","-122.258865","3.5 star rating","3.5","103","2502 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","Yes","Free","Lunch, Dinner","Beer & Wine Only","Average","Yes","No","Casual","Yes"
"566","Andronico's Market","UC Campus Area","37.861986","-122.258827","3.0 star rating","3.0","85","2655 Telegraph Ave","","Yes","Yes","Private Lot","Casual","$$$","Yes","No","No","Yes","No","No","No","","Beer & Wine Only","Quiet","","No","Casual","Yes"
"567","Pho K & K","UC Campus Area","37.864450","-122.258256","3.0 star rating","3.0","65","2533 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","","Casual","Yes"
"568","Chang Luong Restaurant","UC Campus Area","37.868176","-122.258335","3.0 star rating","3.0","51","2517 Durant AveSte D, 2nd Fl","","Yes","Yes","Street","Casual","$","Yes","Yes","Yes","Yes","Yes","No","","Lunch","Beer & Wine Only","Quiet","Yes","Yes","","No"
"569","Manhattan Roast & Grill","UC Campus Area","37.867761","-122.258218","3.5 star rating","3.5","7","2518-A Durant Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Dinner","No","Average","No","","Casual",""
"570","KoKo Express","UC Campus Area","37.867776","-122.259765","3.0 star rating","3.0","3","2433F Durant Ave","","","","","","","","","","","","","","","","","","","",""
"571","Le Bateau Ivre Cafe","UC Campus Area","37.862324","-122.258779","3.5 star rating","3.5","166","2629 Telegraph Ave","","Yes","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","Yes","Free","Lunch, Dinner, Breakfast, Brunch","Full Bar","Quiet","No","Yes","Romantic, Intimate","Yes"
"572","Lotus House","UC Campus Area","37.867915","-122.258630","3.0 star rating","3.0","129","2517A Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Loud","Yes","","","No"
"573","Saigon Express","UC Campus Area","37.871761","-122.267764","3.0 star rating","3.0","98","2045 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch","Beer & Wine Only","Quiet","No","","","Yes"
"574","Tako Sushi","UC Campus Area","37.867158","-122.258831","3.0 star rating","3.0","251","2379 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","Yes","Yes","No","Lunch","No","Average","No","","Casual","Yes"
"575","Poulet","UC Campus Area","37.876705","-122.268753","3.0 star rating","3.0","59","1685 Shattuck Ave","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","No","Lunch","Beer & Wine Only","Quiet","No","","","Yes"
"576","Looney's SmokeHouse BBQ","UC Campus Area","37.867630","-122.266190","3.0 star rating","3.0","181","2190 Bancroft Way","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","","Lunch, Dinner","Beer & Wine Only","Average","Yes","","Casual","Yes"
"577","Pancho's","UC Campus Area","37.868078","-122.257978","3.0 star rating","3.0","55","2521 Durant AveSte B","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Late Night, Lunch","No","Average","Yes","","","Yes"
"578","Cafe Rio","UC Campus Area","37.870490","-122.266616","2.5 star rating","2.5","17","2146 Center St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","Yes","Free","Lunch, Breakfast","No","Average","","","","Yes"
"579","Aki Japanese Restaurant","UC Campus Area","37.875197","-122.259818","3.0 star rating","3.0","33","2505 Hearst AveSte C","","No","Yes","Street","Casual","$","No","No","No","Yes","Yes","Yes","","Lunch","","Average","","","","No"
"580","Hummingbird Express","UC Campus Area","37.875485","-122.260240","3.0 star rating","3.0","13","1842 Euclid Ave","","No","No","","Casual","$","No","No","No","Yes","No","No","","","No","","","","",""
"581","Little Mandarin","UC Campus Area","37.870499","-122.267998","3.0 star rating","3.0","24","139 Berkeley Sq","","No","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","","","","","","","Yes"
"582","Jasmine Thai","UC Campus Area","37.875962","-122.260298","3.0 star rating","3.0","51","1805 Euclid Ave","","No","Yes","Street","Casual","$","No","No","No","Yes","No","No","","Lunch","No","Quiet","No","","","Yes"
"583","Crossroads","UC Campus Area","37.866627","-122.256392","3.0 star rating","3.0","47","2415 Bowditch St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Dinner","No","Loud","No","Yes","Casual","Yes"
"584","Sun Hong Kong Restaurant","UC Campus Area","37.867666","-122.260393","3.0 star rating","3.0","116","2439 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Loud","Yes","No","","Yes"
"585","Le Regal","UC Campus Area","37.870255","-122.267196","3.0 star rating","3.0","83","2126 Ctr St","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","","","","","Yes"
"586","Naan N Curry","UC Campus Area","37.867400","-122.259068","3.0 star rating","3.0","403","2366 Telegraph Ave","","Yes","Yes","Garage, Street, Validated","Casual","$","Yes","Yes","Yes","Yes","No","No","Free","Lunch, Dinner","No","Average","No","No","Casual","Yes"
